瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
143,措备,2024-02-26 18:00,6.4,,60,5.9
143,措备,2024-02-26 19:00,6,,59,4.7
143,措备,2024-02-26 20:00,5.6,,61,4
143,措备,2024-02-26 21:00,4.9,,66,2.8
143,措备,2024-02-26 22:00,4.2,,68,1.8
143,措备,2024-02-26 23:00,3.5,,71,.9
143,措备,2024-02-27 00:00,2.7,,70,-.2
143,措备,2024-02-27 01:00,2.2,,72,-.9
143,措备,2024-02-27 02:00,1.4,,78,-.5
143,措备,2024-02-27 03:00,.2,,83,-1.1
143,措备,2024-02-27 04:00,-.3,,90,-1.5
143,措备,2024-02-27 05:00,-.6,,90,-1.9
143,措备,2024-02-27 06:00,-.8,,92,-1.9
143,措备,2024-02-27 07:00,-.9,,93,-2.3
143,措备,2024-02-27 08:00,-.2,,91,-.5
143,措备,2024-02-27 09:00,1.3,,84,.6
143,措备,2024-02-27 10:00,2.7,,77,6.2
143,措备,2024-02-27 11:00,4.3,,64,8.7
143,措备,2024-02-27 12:00,5.3,,55,8.8
143,措备,2024-02-27 13:00,5.5,,53,8.3
143,措备,2024-02-27 14:00,5.9,,48,12
143,措备,2024-02-27 15:00,6.4,,47,11.5
143,措备,2024-02-27 16:00,6.6,,46,14.6
143,措备,2024-02-27 17:00,6.3,,48,10.1
143,措备,2024-02-27 18:00,5.4,,50,4.5
143,措备,2024-02-27 19:00,4.5,,55,1.8
143,措备,2024-02-27 20:00,3.7,,59,.8
143,措备,2024-02-27 21:00,2.5,,65,-.3
143,措备,2024-02-27 22:00,1.8,,68,-.5
143,措备,2024-02-27 23:00,.9,,72,-1.2
143,措备,2024-02-28 00:00,.1,,77,-1.9
143,措备,2024-02-28 01:00,-.5,,82,-2.3
143,措备,2024-02-28 02:00,-.7,,83,-2.4
143,措备,2024-02-28 03:00,-1.4,,85,-2.8
143,措备,2024-02-28 04:00,-1.7,,88,-3.4
143,措备,2024-02-28 05:00,-2.3,,89,-3.8
143,措备,2024-02-28 06:00,-2.2,,91,-4.1
143,措备,2024-02-28 07:00,-2.3,,92,-4.1
143,措备,2024-02-28 08:00,-1.2,,88,-2.2
143,措备,2024-02-28 09:00,1.2,,79,-.4
143,措备,2024-02-28 10:00,3.4,,67,3
143,措备,2024-02-28 11:00,6.8,,54,13.7
143,措备,2024-02-28 12:00,8,,51,19.8
143,措备,2024-02-28 13:00,9.2,,46,22.2
143,措备,2024-02-28 14:00,9.9,,43,17
143,措备,2024-02-28 15:00,10,,42,16.4
143,措备,2024-02-28 16:00,10.2,,43,15.8
143,措备,2024-02-28 17:00,10.2,,42,12
143,措备,2024-02-28 18:00,9.9,,40,8.3
143,措备,2024-02-28 19:00,8,,53,4.4
143,措备,2024-02-28 20:00,7,,62,3.1
143,措备,2024-02-28 21:00,6.1,,66,2.4
143,措备,2024-02-28 22:00,5.6,,68,3.4
143,措备,2024-02-28 23:00,5.8,,68,3.7
143,措备,2024-02-29 00:00,5.5,,70,3.7
143,措备,2024-02-29 01:00,5.1,,72,2.8
143,措备,2024-02-29 02:00,4.4,,76,2.1
143,措备,2024-02-29 03:00,3.4,,81,1.3
143,措备,2024-02-29 04:00,3.4,,82,2.7
143,措备,2024-02-29 05:00,3.5,,83,2.9
143,措备,2024-02-29 06:00,3.5,,81,2.9
143,措备,2024-02-29 07:00,3.3,,82,2.7
143,措备,2024-02-29 08:00,3.3,,83,3.6
143,措备,2024-02-29 09:00,4,,80,4.9
143,措备,2024-02-29 10:00,4.7,,75,5.7
143,措备,2024-02-29 11:00,5.3,,79,6.9
143,措备,2024-02-29 12:00,5.5,1.1,88,6.9
143,措备,2024-02-29 13:00,5.6,,84,7.1
143,措备,2024-02-29 14:00,5.1,,89,6.6
143,措备,2024-02-29 15:00,4.6,3.9,91,6.5
143,措备,2024-02-29 16:00,4.6,,91,6.8
143,措备,2024-02-29 17:00,4.8,,89,6.6
143,措备,2024-02-29 18:00,4.6,1.7,90,5.1
143,措备,2024-02-29 19:00,4.4,,87,4.2
143,措备,2024-02-29 20:00,4.3,,86,3.8
143,措备,2024-02-29 21:00,4.1,.1,85,3.3
143,措备,2024-02-29 22:00,3.9,,88,2.8
143,措备,2024-02-29 23:00,3.7,,88,1.7
143,措备,2024-03-01 00:00,3.1,,91,.9
143,措备,2024-03-01 01:00,3.8,,83,.9
143,措备,2024-03-01 02:00,3.7,,71,.8
143,措备,2024-03-01 03:00,3.2,,55,-.2
143,措备,2024-03-01 04:00,2.7,,39,-.1
143,措备,2024-03-01 05:00,1.8,,43,-.8
143,措备,2024-03-01 06:00,.8,,47,-1.8
143,措备,2024-03-01 07:00,.1,,47,-2.6
143,措备,2024-03-01 08:00,-.2,,37,-2.2
143,措备,2024-03-01 09:00,.2,,30,-.8
143,措备,2024-03-01 10:00,.8,,24,1
143,措备,2024-03-01 11:00,1.6,,21,7.2
143,措备,2024-03-01 12:00,2.5,,20,11.2
143,措备,2024-03-01 13:00,3.1,,22,13.9
143,措备,2024-03-01 14:00,3.7,,24,15.4
143,措备,2024-03-01 15:00,3.6,,21,12.9
143,措备,2024-03-01 16:00,3.2,,25,12.6
143,措备,2024-03-01 17:00,2.4,,22,7.2
143,措备,2024-03-01 18:00,.3,,26,.9
143,措备,2024-03-01 19:00,-1,,29,-.9
143,措备,2024-03-01 20:00,-1.8,,32,-2.3
143,措备,2024-03-01 21:00,-2.4,,36,-3.3
143,措备,2024-03-01 22:00,-3,,38,-4.2
143,措备,2024-03-01 23:00,-3.5,,41,-4.7
143,措备,2024-03-02 00:00,-4,,46,-5.2
143,措备,2024-03-02 01:00,-4.3,,47,-5.7
143,措备,2024-03-02 02:00,-4.6,,49,-6
143,措备,2024-03-02 03:00,-4.9,,52,-6.4
143,措备,2024-03-02 04:00,-5.2,,54,-6.7
143,措备,2024-03-02 05:00,-5.3,,55,-7.1
143,措备,2024-03-02 06:00,-5.4,,54,-7.4
143,措备,2024-03-02 07:00,-5.5,,54,-7.5
143,措备,2024-03-02 08:00,-4.7,,52,-5.4
143,措备,2024-03-02 09:00,-3.5,,50,-2.1
143,措备,2024-03-02 10:00,-2.3,,44,2
143,措备,2024-03-02 11:00,-.5,,37,4.3
143,措备,2024-03-02 12:00,1.1,,30,15.2
143,措备,2024-03-02 13:00,3.1,,29,18.8
143,措备,2024-03-02 14:00,4.3,,26,21
143,措备,2024-03-02 15:00,5.1,,24,20
143,措备,2024-03-02 16:00,6.7,,23,18.1
143,措备,2024-03-02 17:00,6.7,,23,11.6
143,措备,2024-03-02 18:00,5.6,,26,4.7
143,措备,2024-03-02 19:00,4.5,,29,1.9
143,措备,2024-03-02 20:00,3.8,,33,.6
143,措备,2024-03-02 21:00,3.4,,38,.2
143,措备,2024-03-02 22:00,2.9,,41,-.8
143,措备,2024-03-02 23:00,2.8,,43,-.7
143,措备,2024-03-03 00:00,2.6,,47,-1.2
143,措备,2024-03-03 01:00,2.2,,52,-1.5
143,措备,2024-03-03 02:00,2.3,,54,-1.9
143,措备,2024-03-03 03:00,1.2,,59,-1.8
143,措备,2024-03-03 04:00,3.4,,56,-.1
143,措备,2024-03-03 05:00,3.7,,62,.7
143,措备,2024-03-03 06:00,3.1,0,64,.1
143,措备,2024-03-03 07:00,1.8,,70,-.7
143,措备,2024-03-03 08:00,1.9,,70,-.1
143,措备,2024-03-03 09:00,3.7,,63,3.3
143,措备,2024-03-03 10:00,6.1,,55,9.8
143,措备,2024-03-03 11:00,8.2,,49,15.2
143,措备,2024-03-03 12:00,9.3,,42,17.8
143,措备,2024-03-03 13:00,9.6,,43,15.5
143,措备,2024-03-03 14:00,10.4,,38,17.5
143,措备,2024-03-03 15:00,11.5,0,31,17.8
143,措备,2024-03-03 16:00,11.7,,34,17.9
143,措备,2024-03-03 17:00,11.2,,36,13.8
143,措备,2024-03-03 18:00,9.8,,43,8.2
143,措备,2024-03-03 19:00,8.8,,48,5.7
143,措备,2024-03-03 20:00,8.3,,52,4.8
143,措备,2024-03-03 21:00,7.9,,52,4
143,措备,2024-03-03 22:00,7.2,,54,3.1
143,措备,2024-03-03 23:00,5.1,,65,1.5
143,措备,2024-03-04 00:00,3.8,,70,.2
143,措备,2024-03-04 01:00,2.8,,75,-.7
143,措备,2024-03-04 02:00,1.9,,80,-.9
143,措备,2024-03-04 03:00,1.2,,84,-1.4
143,措备,2024-03-04 04:00,.6,,85,-1.7
143,措备,2024-03-04 05:00,.5,,86,-1.9
143,措备,2024-03-04 06:00,.2,,86,-2.3
143,措备,2024-03-04 07:00,-.1,,89,-2.5
143,措备,2024-03-04 08:00,.9,,87,-.7
143,措备,2024-03-04 09:00,3.1,,78,1.9
143,措备,2024-03-04 10:00,6.3,,65,9.4
143,措备,2024-03-04 11:00,8.9,,54,16.4
143,措备,2024-03-04 12:00,11.2,,41,22.2
143,措备,2024-03-04 13:00,12,,36,24.6
143,措备,2024-03-04 14:00,13.6,,31,27.6
143,措备,2024-03-04 15:00,13.9,,33,23.4
143,措备,2024-03-04 16:00,13.2,,31,16.9
143,措备,2024-03-04 17:00,12.6,,30,12.7
143,措备,2024-03-04 18:00,12.1,,33,10.3
143,措备,2024-03-04 19:00,11.6,,34,8.9
143,措备,2024-03-04 20:00,10.7,,39,8.1
143,措备,2024-03-04 21:00,10.3,,38,7.6
143,措备,2024-03-04 22:00,9.9,,47,7.4
143,措备,2024-03-04 23:00,9.4,,49,7.1
143,措备,2024-03-05 00:00,9.4,0,52,6.9
143,措备,2024-03-05 01:00,7.3,,78,6.3
143,措备,2024-03-05 02:00,6.4,,87,6.1
143,措备,2024-03-05 03:00,6,2.5,91,5.9
143,措备,2024-03-05 04:00,5.8,,92,5.8
143,措备,2024-03-05 05:00,5.6,,95,5.7
143,措备,2024-03-05 06:00,5.4,2.9,96,5.6
143,措备,2024-03-05 07:00,5.4,,93,5.5
143,措备,2024-03-05 08:00,5.6,,93,5.9
143,措备,2024-03-05 09:00,6.6,1.9,87,7.9
143,措备,2024-03-05 10:00,6.7,,84,8.1
143,措备,2024-03-05 11:00,7,,80,7.3
143,措备,2024-03-05 12:00,7.2,0,81,7
143,措备,2024-03-05 13:00,7,,87,7
143,措备,2024-03-05 14:00,6.8,,91,7.4
143,措备,2024-03-05 15:00,6.8,.7,88,7.8
143,措备,2024-03-05 16:00,7,,88,8.3
143,措备,2024-03-05 17:00,7.2,,82,7.1
143,措备,2024-03-05 18:00,7.1,0,81,6.4
143,措备,2024-03-05 19:00,7.2,,78,5.9
143,措备,2024-03-05 20:00,6.7,,82,5.8
143,措备,2024-03-05 21:00,6.9,,82,5.8
143,措备,2024-03-05 22:00,7,,81,5.8
143,措备,2024-03-05 23:00,7.5,,75,5.7
143,措备,2024-03-06 00:00,6.8,,83,5.7
143,措备,2024-03-06 01:00,6.4,,85,5.5
143,措备,2024-03-06 02:00,6.4,,84,5.4
143,措备,2024-03-06 03:00,5.9,,87,4.4
143,措备,2024-03-06 04:00,5.3,,90,3.5
143,措备,2024-03-06 05:00,4.9,,93,3.2
143,措备,2024-03-06 06:00,4.8,,93,3.8
143,措备,2024-03-06 07:00,4.9,,91,3.4
143,措备,2024-03-06 08:00,5.4,,86,4.7
143,措备,2024-03-06 09:00,8.4,,73,10
143,措备,2024-03-06 10:00,9,,60,11.7
143,措备,2024-03-06 11:00,9.6,,59,12.2
143,措备,2024-03-06 12:00,9.5,,56,11.1
143,措备,2024-03-06 13:00,9.5,,57,9.8
143,措备,2024-03-06 14:00,9.9,,52,12.1
143,措备,2024-03-06 15:00,9.3,0,57,9.1
143,措备,2024-03-06 16:00,8.3,,63,7.9
143,措备,2024-03-06 17:00,8.5,,62,8
143,措备,2024-03-06 18:00,7.4,0,62,6.1
143,措备,2024-03-06 19:00,6.3,,64,4.8
143,措备,2024-03-06 20:00,5.5,,66,3.9
143,措备,2024-03-06 21:00,5,,68,3.4
143,措备,2024-03-06 22:00,4.9,,69,3.9
143,措备,2024-03-06 23:00,4.8,,69,3.7
143,措备,2024-03-07 00:00,4.8,,69,3.8
143,措备,2024-03-07 01:00,4.7,,70,3.7
143,措备,2024-03-07 02:00,4.4,,73,3.6
143,措备,2024-03-07 03:00,4.3,0,73,3.2
143,措备,2024-03-07 04:00,4.2,,74,3.5
143,措备,2024-03-07 05:00,4.1,,73,3.3
143,措备,2024-03-07 06:00,4.3,,73,3.4
143,措备,2024-03-07 07:00,4.3,,74,3.5
143,措备,2024-03-07 08:00,4.7,,73,4.2
143,措备,2024-03-07 09:00,4.8,0,75,6
143,措备,2024-03-07 10:00,5.2,,74,8.1
143,措备,2024-03-07 11:00,6.3,,70,12.9
143,措备,2024-03-07 12:00,7,,66,13.8
143,措备,2024-03-07 13:00,7.5,,64,13.9
143,措备,2024-03-07 14:00,9.4,,59,22
143,措备,2024-03-07 15:00,9.2,,55,14
143,措备,2024-03-07 16:00,9.7,,56,15.1
143,措备,2024-03-07 17:00,8.8,,54,10.6
143,措备,2024-03-07 18:00,8.3,,55,8.2
143,措备,2024-03-07 19:00,7.1,,41,5.5
143,措备,2024-03-07 20:00,6.3,,42,3.5
143,措备,2024-03-07 21:00,5.5,,43,2.5
143,措备,2024-03-07 22:00,5,,42,1.8
143,措备,2024-03-07 23:00,4.3,,43,1.1
143,措备,2024-03-08 00:00,3.6,,46,.3
143,措备,2024-03-08 01:00,3.4,,39,-.3
143,措备,2024-03-08 02:00,2.6,,37,-.8
143,措备,2024-03-08 03:00,2,,43,-1.3
143,措备,2024-03-08 04:00,1.9,,44,-1.5
143,措备,2024-03-08 05:00,1.8,,51,-1.3
143,措备,2024-03-08 06:00,1.7,,57,-1.2
143,措备,2024-03-08 07:00,1.5,,60,-1.5
143,措备,2024-03-08 08:00,2.7,,58,-.2
143,措备,2024-03-08 09:00,4,,53,2.8
143,措备,2024-03-08 10:00,5.7,,44,9.6
143,措备,2024-03-08 11:00,6.5,,35,14
143,措备,2024-03-08 12:00,7.5,,32,17.7
143,措备,2024-03-08 13:00,7.6,,27,17.7
143,措备,2024-03-08 14:00,9.5,,21,21.9
143,措备,2024-03-08 15:00,9.6,,23,20.4
143,措备,2024-03-08 16:00,9.4,,20,17.3
143,措备,2024-03-08 17:00,8.5,,22,12.7
143,措备,2024-03-08 18:00,7.3,,25,6.7
143,措备,2024-03-08 19:00,6,,27,4.1
143,措备,2024-03-08 20:00,4.9,,29,2.6
143,措备,2024-03-08 21:00,4.2,,31,1.8
143,措备,2024-03-08 22:00,3.2,,36,.8
143,措备,2024-03-08 23:00,2.4,,40,-.1
143,措备,2024-03-09 00:00,1.6,,44,-.7
143,措备,2024-03-09 01:00,1.4,,47,-1.2
143,措备,2024-03-09 02:00,1,,49,-1.4
143,措备,2024-03-09 03:00,.6,,50,-1.8
143,措备,2024-03-09 04:00,.2,,53,-2
143,措备,2024-03-09 05:00,-.1,,54,-2.4
143,措备,2024-03-09 06:00,-.4,,54,-2.9
143,措备,2024-03-09 07:00,-.3,,52,-2.8
143,措备,2024-03-09 08:00,.7,,47,-1.2
143,措备,2024-03-09 09:00,1.8,,44,0
143,措备,2024-03-09 10:00,3.3,,39,8.3
143,措备,2024-03-09 11:00,4.6,,34,15
143,措备,2024-03-09 12:00,6.6,,26,20.8
143,措备,2024-03-09 13:00,7.2,,21,24
143,措备,2024-03-09 14:00,9.1,,20,25.9
143,措备,2024-03-09 15:00,9.2,,18,24.8
143,措备,2024-03-09 16:00,9.4,,19,22.8
143,措备,2024-03-09 17:00,9.3,,19,16.7
143,措备,2024-03-09 18:00,8.6,,20,8.3
143,措备,2024-03-09 19:00,7.3,,23,4.2
143,措备,2024-03-09 20:00,5,,33,2.1
143,措备,2024-03-09 21:00,3.8,,52,1.9
143,措备,2024-03-09 22:00,3.1,,58,1
143,措备,2024-03-09 23:00,2.1,,59,-.4
143,措备,2024-03-10 00:00,.8,,63,-1.4
143,措备,2024-03-10 01:00,.1,,66,-1.8
143,措备,2024-03-10 02:00,-.6,,75,-2.2
143,措备,2024-03-10 03:00,-1.2,,79,-2.7
143,措备,2024-03-10 04:00,-1.8,,75,-3.1
143,措备,2024-03-10 05:00,-2.2,,81,-3.5
143,措备,2024-03-10 06:00,-2.6,,84,-3.9
143,措备,2024-03-10 07:00,-2.6,,85,-4
143,措备,2024-03-10 08:00,.3,,71,-1.8
143,措备,2024-03-10 09:00,2.8,,61,-.1
143,措备,2024-03-10 10:00,5.6,,36,8.1
143,措备,2024-03-10 11:00,7.6,,31,16.6
143,措备,2024-03-10 12:00,9,,27,22
143,措备,2024-03-10 13:00,10.8,,23,25.4
143,措备,2024-03-10 14:00,11.9,,19,26.6
143,措备,2024-03-10 15:00,12.5,,18,26.5
143,措备,2024-03-10 16:00,13.6,,17,24
143,措备,2024-03-10 17:00,13.2,,18,19
143,措备,2024-03-10 18:00,12.5,,20,10.2
143,措备,2024-03-10 19:00,10.2,,24,5.7
143,措备,2024-03-10 20:00,7.7,,35,3.5
143,措备,2024-03-10 21:00,6.3,,40,2
143,措备,2024-03-10 22:00,4.9,,51,1.2
143,措备,2024-03-10 23:00,4.4,,54,.6
143,措备,2024-03-11 00:00,4,,51,1.1
143,措备,2024-03-11 01:00,3.6,,55,.9
143,措备,2024-03-11 02:00,3.2,,52,.7
143,措备,2024-03-11 03:00,2.7,,60,.8
143,措备,2024-03-11 04:00,2.5,,64,.5
143,措备,2024-03-11 05:00,2.2,,62,-.2
143,措备,2024-03-11 06:00,1.5,,68,-1
143,措备,2024-03-11 07:00,1,,72,-1.6
143,措备,2024-03-11 08:00,3.3,,65,-.1
143,措备,2024-03-11 09:00,5.9,,56,4.4
143,措备,2024-03-11 10:00,8.3,,50,12
143,措备,2024-03-11 11:00,10.4,,41,18.9
143,措备,2024-03-11 12:00,11.2,,37,19.4
143,措备,2024-03-11 13:00,12.1,,30,21.4
143,措备,2024-03-11 14:00,13.1,,36,19.1
143,措备,2024-03-11 15:00,13,,37,16.1
143,措备,2024-03-11 16:00,12.9,,37,14.4
143,措备,2024-03-11 17:00,12.2,,37,12.2
143,措备,2024-03-11 18:00,11.6,,41,10
143,措备,2024-03-11 19:00,11.3,,44,8.6
143,措备,2024-03-11 20:00,10.9,,45,8.2
143,措备,2024-03-11 21:00,10.6,,47,8
143,措备,2024-03-11 22:00,9.6,,53,6.9
143,措备,2024-03-11 23:00,8.7,,57,5.5
143,措备,2024-03-12 00:00,7.2,,63,3.6
143,措备,2024-03-12 01:00,5.9,,69,2
143,措备,2024-03-12 02:00,5.1,,73,1.4
143,措备,2024-03-12 03:00,3.6,,79,.5
143,措备,2024-03-12 04:00,3,,83,.1
143,措备,2024-03-12 05:00,2.9,,83,.2
143,措备,2024-03-12 06:00,2.5,,86,-.5
143,措备,2024-03-12 07:00,2.2,,88,-.3
143,措备,2024-03-12 08:00,3.8,,83,2.7
143,措备,2024-03-12 09:00,6.5,,73,6.8
143,措备,2024-03-12 10:00,9.9,,57,12.9
143,措备,2024-03-12 11:00,11.2,,53,16.9
143,措备,2024-03-12 12:00,11.1,,54,16.6
143,措备,2024-03-12 13:00,9.9,,57,11.6
143,措备,2024-03-12 14:00,11.2,,48,16
143,措备,2024-03-12 15:00,10.8,0,52,14.2
143,措备,2024-03-12 16:00,10.1,,58,11.6
143,措备,2024-03-12 17:00,10,,54,11.3
143,措备,2024-03-12 18:00,8.3,0,66,9
143,措备,2024-03-12 19:00,7.5,,69,7.7
143,措备,2024-03-12 20:00,6.5,,81,6.6
143,措备,2024-03-12 21:00,6.2,,81,6.3
143,措备,2024-03-12 22:00,5.4,,83,3.7
143,措备,2024-03-12 23:00,5,,87,3.3
143,措备,2024-03-13 00:00,4.2,,90,1.8
143,措备,2024-03-13 01:00,3.3,,92,.4
143,措备,2024-03-13 02:00,2.5,,95,-.4
143,措备,2024-03-13 03:00,2.1,,96,-.8
143,措备,2024-03-13 04:00,1.6,,97,-1
143,措备,2024-03-13 05:00,.9,,99,.9
143,措备,2024-03-13 06:00,.6,,99,1.6
143,措备,2024-03-13 07:00,1,,100,2.5
143,措备,2024-03-13 08:00,1.2,,100,4.3
143,措备,2024-03-13 09:00,2.5,,100,6.8
143,措备,2024-03-13 10:00,6.4,,78,13.4
143,措备,2024-03-13 11:00,9.5,,51,19.1
143,措备,2024-03-13 12:00,11.4,,33,24.9
143,措备,2024-03-13 13:00,13.3,,30,29.1
143,措备,2024-03-13 14:00,14.4,,26,31.1
143,措备,2024-03-13 15:00,14.9,,19,29.3
143,措备,2024-03-13 16:00,15.5,,21,26.1
143,措备,2024-03-13 17:00,15.4,,21,20.5
143,措备,2024-03-13 18:00,13.7,,23,12.2
143,措备,2024-03-13 19:00,11.9,,30,8.6
143,措备,2024-03-13 20:00,10.9,,31,6.9
143,措备,2024-03-13 21:00,10.2,,31,6
143,措备,2024-03-13 22:00,9.1,,35,5.5
143,措备,2024-03-13 23:00,8.3,,38,4.7
143,措备,2024-03-14 00:00,7.3,,40,3.5
143,措备,2024-03-14 01:00,6.7,,42,2.5
143,措备,2024-03-14 02:00,6.4,,41,2
143,措备,2024-03-14 03:00,5.5,,45,.8
143,措备,2024-03-14 04:00,4.9,,52,.1
143,措备,2024-03-14 05:00,2.8,,61,-.7
143,措备,2024-03-14 06:00,2.2,,62,-1.2
143,措备,2024-03-14 07:00,1.7,,70,-.8
143,措备,2024-03-14 08:00,2.7,,65,2.3
143,措备,2024-03-14 09:00,5,,55,5.5
143,措备,2024-03-14 10:00,9,,36,12.9
143,措备,2024-03-14 11:00,10.8,,31,18.6
143,措备,2024-03-14 12:00,12.8,,29,25.4
143,措备,2024-03-14 13:00,14.7,,25,30.1
143,措备,2024-03-14 14:00,16,,21,32.1
143,措备,2024-03-14 15:00,16.9,,20,31.1
143,措备,2024-03-14 16:00,17.6,,13,27.7
143,措备,2024-03-14 17:00,17.3,,15,22.6
143,措备,2024-03-14 18:00,16.4,,15,13.5
143,措备,2024-03-14 19:00,14.4,,20,9
143,措备,2024-03-14 20:00,12.5,,23,6.3
143,措备,2024-03-14 21:00,12,,26,5.5
143,措备,2024-03-14 22:00,9.4,,35,3.9
143,措备,2024-03-14 23:00,7.8,,44,2.8
143,措备,2024-03-15 00:00,6.7,,49,1.9
143,措备,2024-03-15 01:00,6.2,,51,1.5
143,措备,2024-03-15 02:00,4.6,,59,.6
143,措备,2024-03-15 03:00,3.9,,60,-.2
143,措备,2024-03-15 04:00,2.9,,67,-.9
143,措备,2024-03-15 05:00,2.6,,70,-1.2
143,措备,2024-03-15 06:00,2.1,,78,-1.4
143,措备,2024-03-15 07:00,2,,74,-1.1
143,措备,2024-03-15 08:00,3.8,,68,1.8
143,措备,2024-03-15 09:00,7.8,,57,6.2
143,措备,2024-03-15 10:00,10.3,,44,15.1
143,措备,2024-03-15 11:00,13.9,,26,23.7
143,措备,2024-03-15 12:00,16,,23,29.7
143,措备,2024-03-15 13:00,17.4,,19,32.1
143,措备,2024-03-15 14:00,19.3,,17,34.3
143,措备,2024-03-15 15:00,20.4,,16,33
143,措备,2024-03-15 16:00,20.6,,13,29.2
143,措备,2024-03-15 17:00,19.8,,13,23.3
143,措备,2024-03-15 18:00,18.2,,15,15.4
143,措备,2024-03-15 19:00,16.6,,21,11.5
143,措备,2024-03-15 20:00,15.7,,25,10.4
143,措备,2024-03-15 21:00,15.1,,26,9.1
143,措备,2024-03-15 22:00,14,,27,7.7
143,措备,2024-03-15 23:00,13.5,,27,7.3
143,措备,2024-03-16 00:00,12.7,,28,6.3
143,措备,2024-03-16 01:00,9.9,,39,4
143,措备,2024-03-16 02:00,10.8,,33,4.4
143,措备,2024-03-16 03:00,10.5,,34,4.2
143,措备,2024-03-16 04:00,7.5,,47,2.8
143,措备,2024-03-16 05:00,6.3,,55,1.7
143,措备,2024-03-16 06:00,5,,59,1.2
143,措备,2024-03-16 07:00,4.4,,61,1.3
143,措备,2024-03-16 08:00,6.7,,54,4.3
143,措备,2024-03-16 09:00,9.7,,46,8.6
143,措备,2024-03-16 10:00,12.6,,34,18
143,措备,2024-03-16 11:00,15.5,,38,25.9
143,措备,2024-03-16 12:00,17.2,,32,32.2
143,措备,2024-03-16 13:00,18.6,,30,35.4
143,措备,2024-03-16 14:00,20,,26,36.1
143,措备,2024-03-16 15:00,20.4,,24,33.8
143,措备,2024-03-16 16:00,22.1,,20,32.8
143,措备,2024-03-16 17:00,20.5,,21,24.9
143,措备,2024-03-16 18:00,20.4,,19,18
143,措备,2024-03-16 19:00,18.1,,23,14.5
143,措备,2024-03-16 20:00,16.4,,28,12.4
143,措备,2024-03-16 21:00,15.8,,35,12.5
143,措备,2024-03-16 22:00,14.5,,45,11.1
143,措备,2024-03-16 23:00,13.9,,51,11.4
143,措备,2024-03-17 00:00,13.8,0,50,11.5
143,措备,2024-03-17 01:00,14.3,,41,10.5
143,措备,2024-03-17 02:00,14.5,,41,11
143,措备,2024-03-17 03:00,13.2,,46,9
143,措备,2024-03-17 04:00,11.9,,51,8.1
143,措备,2024-03-17 05:00,12.3,,50,9.2
143,措备,2024-03-17 06:00,12.2,,52,8.2
143,措备,2024-03-17 07:00,12.2,,52,8.2
143,措备,2024-03-17 08:00,12.9,,52,10.2
143,措备,2024-03-17 09:00,14.3,,51,14.8
143,措备,2024-03-17 10:00,15.4,,48,18.2
143,措备,2024-03-17 11:00,16.2,,51,22.9
143,措备,2024-03-17 12:00,17.2,,45,28.4
143,措备,2024-03-17 13:00,17.8,,32,26
143,措备,2024-03-17 14:00,17.8,,28,25.6
143,措备,2024-03-17 15:00,17.6,,19,22.9
143,措备,2024-03-17 16:00,16.7,,19,21.6
143,措备,2024-03-17 17:00,16.3,,13,17.7
143,措备,2024-03-17 18:00,15.3,,15,14
143,措备,2024-03-17 19:00,13.6,,20,11.4
143,措备,2024-03-17 20:00,11.9,,27,10.2
143,措备,2024-03-17 21:00,10.5,,34,9.2
143,措备,2024-03-17 22:00,9.4,,36,7.7
143,措备,2024-03-17 23:00,8.8,,38,6.7
143,措备,2024-03-18 00:00,8.3,,40,5.6
143,措备,2024-03-18 01:00,7.7,,42,4.8
143,措备,2024-03-18 02:00,7.1,,44,4
143,措备,2024-03-18 03:00,6.3,,48,3
143,措备,2024-03-18 04:00,4.9,,56,2
143,措备,2024-03-18 05:00,3.6,,63,1.2
143,措备,2024-03-18 06:00,3,,68,.8
143,措备,2024-03-18 07:00,2.8,,69,1.2
143,措备,2024-03-18 08:00,4.9,,60,3.7
143,措备,2024-03-18 09:00,7.1,,52,8.2
143,措备,2024-03-18 10:00,9,,39,16.8
143,措备,2024-03-18 11:00,10.4,,37,24.2
143,措备,2024-03-18 12:00,11.7,,30,30.1
143,措备,2024-03-18 13:00,12.8,,24,33.1
143,措备,2024-03-18 14:00,14.4,,17,34.1
143,措备,2024-03-18 15:00,15.5,,16,33.4
143,措备,2024-03-18 16:00,17.4,,15,29.7
143,措备,2024-03-18 17:00,16.5,,16,22.7
143,措备,2024-03-18 18:00,15.1,,19,14.2
143,措备,2024-03-18 19:00,14.4,,21,11
143,措备,2024-03-18 20:00,12.3,,37,9.8
143,措备,2024-03-18 21:00,10.9,,47,9.5
143,措备,2024-03-18 22:00,9.9,,53,8.7
143,措备,2024-03-18 23:00,9.6,,55,8.1
143,措备,2024-03-19 00:00,9.2,,57,7.7
143,措备,2024-03-19 01:00,8.9,,59,7.4
143,措备,2024-03-19 02:00,8.7,,60,7.3
143,措备,2024-03-19 03:00,8.4,,61,7.1
143,措备,2024-03-19 04:00,8,,63,6.6
143,措备,2024-03-19 05:00,8,,64,6.6
143,措备,2024-03-19 06:00,8.3,,60,6.7
143,措备,2024-03-19 07:00,8.6,,56,7.1
143,措备,2024-03-19 08:00,9.1,,54,8.3
143,措备,2024-03-19 09:00,9.3,,43,8.6
