瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
143,措备,2024-01-07 06:00,.8,,57,-1.3
143,措备,2024-01-07 07:00,.1,,53,-2.7
143,措备,2024-01-07 08:00,0,,53,-2.8
143,措备,2024-01-07 09:00,.4,,54,-1.6
143,措备,2024-01-07 10:00,1.2,,46,-.3
143,措备,2024-01-07 11:00,1.5,,39,1.5
143,措备,2024-01-07 12:00,2.1,,33,7.3
143,措备,2024-01-07 13:00,2.4,,27,8.7
143,措备,2024-01-07 14:00,2.1,,26,8.2
143,措备,2024-01-07 15:00,2.3,,28,6.5
143,措备,2024-01-07 16:00,2,,27,1.9
143,措备,2024-01-07 17:00,1.3,,29,-.6
143,措备,2024-01-07 18:00,.1,,34,-1.6
143,措备,2024-01-07 19:00,-.4,,37,-2.5
143,措备,2024-01-07 20:00,-.8,,38,-3.2
143,措备,2024-01-07 21:00,-1.2,,42,-3.5
143,措备,2024-01-07 22:00,-1.8,,42,-4.3
143,措备,2024-01-07 23:00,-2.4,,43,-4.7
143,措备,2024-01-08 00:00,-2.8,,44,-5.2
143,措备,2024-01-08 01:00,-3.5,,47,-6
143,措备,2024-01-08 02:00,-4.1,,45,-6.3
143,措备,2024-01-08 03:00,-4.4,,47,-6.8
143,措备,2024-01-08 04:00,-5.1,,50,-7.5
143,措备,2024-01-08 05:00,-4.9,,52,-7.4
143,措备,2024-01-08 06:00,-5.6,,57,-7.8
143,措备,2024-01-08 07:00,-5.3,,55,-8
143,措备,2024-01-08 08:00,-6.3,,64,-8.4
143,措备,2024-01-08 09:00,-5,,60,-6.3
143,措备,2024-01-08 10:00,-1.5,,44,-4.3
143,措备,2024-01-08 11:00,-.7,,31,2.3
143,措备,2024-01-08 12:00,1.1,,24,6.1
143,措备,2024-01-08 13:00,2.4,,20,8
143,措备,2024-01-08 14:00,3.1,,18,8.4
143,措备,2024-01-08 15:00,4.6,,17,7.8
143,措备,2024-01-08 16:00,4.8,,17,3.3
143,措备,2024-01-08 17:00,3.7,,19,-1.1
143,措备,2024-01-08 18:00,2.2,,24,-2.3
143,措备,2024-01-08 19:00,.2,,35,-3.5
143,措备,2024-01-08 20:00,-.8,,40,-4.3
143,措备,2024-01-08 21:00,-1.8,,44,-4.9
143,措备,2024-01-08 22:00,-2.9,,51,-5.5
143,措备,2024-01-08 23:00,-3,,49,-5.9
143,措备,2024-01-09 00:00,-4,,54,-6.4
143,措备,2024-01-09 01:00,-4.2,,59,-6.6
143,措备,2024-01-09 02:00,-4.3,,58,-6.6
143,措备,2024-01-09 03:00,-4.7,,61,-6.8
143,措备,2024-01-09 04:00,-5.1,,70,-7.1
143,措备,2024-01-09 05:00,-5.4,,67,-7.2
143,措备,2024-01-09 06:00,-5.3,,65,-6.9
143,措备,2024-01-09 07:00,-5.5,,73,-6.8
143,措备,2024-01-09 08:00,-5,,72,-4.9
143,措备,2024-01-09 09:00,-3.1,,62,-1.7
143,措备,2024-01-09 10:00,-1.2,,54,-.1
143,措备,2024-01-09 11:00,.4,,50,1.5
143,措备,2024-01-09 12:00,1.7,,47,3
143,措备,2024-01-09 13:00,3.2,,43,7.3
143,措备,2024-01-09 14:00,3.9,,45,5.4
143,措备,2024-01-09 15:00,4.8,,45,6.7
143,措备,2024-01-09 16:00,4.9,,45,3.8
143,措备,2024-01-09 17:00,5.1,,45,2.7
143,措备,2024-01-09 18:00,3.9,,50,-.4
143,措备,2024-01-09 19:00,3.4,,55,0
143,措备,2024-01-09 20:00,3.3,,57,.9
143,措备,2024-01-09 21:00,3.5,,56,1.2
143,措备,2024-01-09 22:00,1.8,,84,.2
143,措备,2024-01-09 23:00,1.1,,92,.1
143,措备,2024-01-10 00:00,1.1,1.3,95,.1
143,措备,2024-01-10 01:00,.9,,95,.2
143,措备,2024-01-10 02:00,1,,96,.3
143,措备,2024-01-10 03:00,1,0,93,.1
143,措备,2024-01-10 04:00,.7,,93,-.2
143,措备,2024-01-10 05:00,.5,,96,-.2
143,措备,2024-01-10 06:00,.7,,94,0
143,措备,2024-01-10 07:00,1.4,,89,-.1
143,措备,2024-01-10 08:00,1.7,,81,0
143,措备,2024-01-10 09:00,2.1,,79,.8
143,措备,2024-01-10 10:00,2.9,,78,4.6
143,措备,2024-01-10 11:00,3.9,,70,7.2
143,措备,2024-01-10 12:00,5.2,,63,10.2
143,措备,2024-01-10 13:00,5.9,,56,11.4
143,措备,2024-01-10 14:00,7.4,,55,12.2
143,措备,2024-01-10 15:00,6.7,,57,9.4
143,措备,2024-01-10 16:00,6.5,,57,6.3
143,措备,2024-01-10 17:00,5.8,,60,3.6
143,措备,2024-01-10 18:00,4.5,,67,1.1
143,措备,2024-01-10 19:00,3.9,,70,-.3
143,措备,2024-01-10 20:00,2.4,,79,0
143,措备,2024-01-10 21:00,2.5,,79,.4
143,措备,2024-01-10 22:00,1.5,,83,-.9
143,措备,2024-01-10 23:00,.8,,85,-1.5
143,措备,2024-01-11 00:00,-.1,,89,-2.3
143,措备,2024-01-11 01:00,-.9,,91,-3
143,措备,2024-01-11 02:00,-1.4,,91,-3.5
143,措备,2024-01-11 03:00,-1.8,,92,-4
143,措备,2024-01-11 04:00,-1.7,,93,-4.3
143,措备,2024-01-11 05:00,-2.1,,93,-4.8
143,措备,2024-01-11 06:00,-2.7,,94,-5.6
143,措备,2024-01-11 07:00,-2.8,,93,-5.3
143,措备,2024-01-11 08:00,-2.6,,93,-5.5
143,措备,2024-01-11 09:00,-.5,,75,-3
143,措备,2024-01-11 10:00,.7,,62,-1.4
143,措备,2024-01-11 11:00,2.3,,55,1.3
143,措备,2024-01-11 12:00,3.7,,50,4.4
143,措备,2024-01-11 13:00,4.7,,45,8.8
143,措备,2024-01-11 14:00,6.2,,42,11.1
143,措备,2024-01-11 15:00,6.7,,40,10.3
143,措备,2024-01-11 16:00,7.1,,41,6
143,措备,2024-01-11 17:00,5,,48,2.3
143,措备,2024-01-11 18:00,4.1,,54,.1
143,措备,2024-01-11 19:00,3.9,,55,-.3
143,措备,2024-01-11 20:00,3.7,,57,-.7
143,措备,2024-01-11 21:00,3.5,,59,-1
143,措备,2024-01-11 22:00,2.6,,63,-1.5
143,措备,2024-01-11 23:00,1,,70,-2.2
143,措备,2024-01-12 00:00,.7,,71,-2.7
143,措备,2024-01-12 01:00,-.6,,78,-3.2
143,措备,2024-01-12 02:00,-1.2,,82,-3.7
143,措备,2024-01-12 03:00,-1.4,,83,-3.4
143,措备,2024-01-12 04:00,-1.2,,82,-2.4
143,措备,2024-01-12 05:00,-1.2,,84,-3.3
143,措备,2024-01-12 06:00,-1.5,,86,-3.9
143,措备,2024-01-12 07:00,-1.5,,87,-4.4
143,措备,2024-01-12 08:00,-1.4,,88,-4.4
143,措备,2024-01-12 09:00,.2,,81,-2
143,措备,2024-01-12 10:00,3.7,,72,-.2
143,措备,2024-01-12 11:00,6.9,,49,3.1
143,措备,2024-01-12 12:00,8.1,,38,8.3
143,措备,2024-01-12 13:00,9.4,,28,12.3
143,措备,2024-01-12 14:00,9.8,,25,12.5
143,措备,2024-01-12 15:00,10,,21,11.3
143,措备,2024-01-12 16:00,9.3,,21,7.2
143,措备,2024-01-12 17:00,8.5,,22,3.5
143,措备,2024-01-12 18:00,6.8,,26,.8
143,措备,2024-01-12 19:00,6,,28,-.6
143,措备,2024-01-12 20:00,5.3,,31,-.9
143,措备,2024-01-12 21:00,4.4,,35,-1.2
143,措备,2024-01-12 22:00,4,,38,-1.5
143,措备,2024-01-12 23:00,3.6,,34,-1.7
143,措备,2024-01-13 00:00,3.1,,32,-1.8
143,措备,2024-01-13 01:00,2.3,,34,-1.9
143,措备,2024-01-13 02:00,1.8,,33,-2.5
143,措备,2024-01-13 03:00,1.2,,37,-3.1
143,措备,2024-01-13 04:00,.7,,39,-3.5
143,措备,2024-01-13 05:00,.4,,42,-3.9
143,措备,2024-01-13 06:00,1,,40,-3.7
143,措备,2024-01-13 07:00,1,,39,-4
143,措备,2024-01-13 08:00,1,,39,-3.7
143,措备,2024-01-13 09:00,2.1,,35,-1.8
143,措备,2024-01-13 10:00,3.3,,32,-.4
143,措备,2024-01-13 11:00,4.4,,30,2.6
143,措备,2024-01-13 12:00,5.7,,25,8.5
143,措备,2024-01-13 13:00,6.6,,21,13
143,措备,2024-01-13 14:00,7.6,,20,13.9
143,措备,2024-01-13 15:00,8.2,,20,12.6
143,措备,2024-01-13 16:00,8.6,,18,7.7
143,措备,2024-01-13 17:00,6.7,,21,2.5
143,措备,2024-01-13 18:00,4.9,,26,-.9
143,措备,2024-01-13 19:00,2.9,,32,-1.6
143,措备,2024-01-13 20:00,2.5,,40,-1.8
143,措备,2024-01-13 21:00,1.9,,44,-2.3
143,措备,2024-01-13 22:00,1.1,,51,-2.7
143,措备,2024-01-13 23:00,-.3,,55,-3.7
143,措备,2024-01-14 00:00,-1.5,,58,-4.3
143,措备,2024-01-14 01:00,-2.2,,60,-5
143,措备,2024-01-14 02:00,-2.8,,68,-5.4
143,措备,2024-01-14 03:00,-3.3,,68,-5.8
143,措备,2024-01-14 04:00,-3.8,,76,-6.1
143,措备,2024-01-14 05:00,-4,,74,-6.2
143,措备,2024-01-14 06:00,-4.4,,75,-6.3
143,措备,2024-01-14 07:00,-4.5,,79,-6.4
143,措备,2024-01-14 08:00,-4.3,,81,-6
143,措备,2024-01-14 09:00,-1.2,,68,-3.5
143,措备,2024-01-14 10:00,1.2,,60,-1
143,措备,2024-01-14 11:00,4.7,,50,3.7
143,措备,2024-01-14 12:00,7.4,,47,9
143,措备,2024-01-14 13:00,9.4,,47,13.9
143,措备,2024-01-14 14:00,13.2,,40,15.8
143,措备,2024-01-14 15:00,13.9,,38,14.7
143,措备,2024-01-14 16:00,14.3,,39,11.9
143,措备,2024-01-14 17:00,13.2,,44,9
143,措备,2024-01-14 18:00,12,0,47,7.6
143,措备,2024-01-14 19:00,11.1,,56,7.1
143,措备,2024-01-14 20:00,9.8,,73,6.7
143,措备,2024-01-14 21:00,8.9,.2,78,6.3
143,措备,2024-01-14 22:00,8.3,,75,5.7
143,措备,2024-01-14 23:00,6.8,,71,3
143,措备,2024-01-15 00:00,5.5,.1,70,1.3
143,措备,2024-01-15 01:00,4.2,,65,.3
143,措备,2024-01-15 02:00,3.1,,66,-1
143,措备,2024-01-15 03:00,2.1,,64,-1.1
143,措备,2024-01-15 04:00,1.4,,63,-1.5
143,措备,2024-01-15 05:00,.5,,66,-2.1
143,措备,2024-01-15 06:00,-.1,,62,-2.6
143,措备,2024-01-15 07:00,-.8,,64,-3.2
143,措备,2024-01-15 08:00,-.9,,63,-3.2
143,措备,2024-01-15 09:00,-.4,,59,-2.2
143,措备,2024-01-15 10:00,.6,,53,-.9
143,措备,2024-01-15 11:00,2.1,,44,2.8
143,措备,2024-01-15 12:00,3.5,,33,9.6
143,措备,2024-01-15 13:00,4.8,,26,12.9
143,措备,2024-01-15 14:00,5.5,,24,12.8
143,措备,2024-01-15 15:00,5.8,,23,11.4
143,措备,2024-01-15 16:00,6,,23,7
143,措备,2024-01-15 17:00,5,,24,2.2
143,措备,2024-01-15 18:00,3.6,,26,-.2
143,措备,2024-01-15 19:00,2.8,,27,-1.3
143,措备,2024-01-15 20:00,2.3,,28,-1.6
143,措备,2024-01-15 21:00,1.9,,27,-2.2
143,措备,2024-01-15 22:00,1.5,,27,-2.6
143,措备,2024-01-15 23:00,1.1,,27,-2.9
143,措备,2024-01-16 00:00,.5,,27,-3.3
143,措备,2024-01-16 01:00,0,,27,-3.7
143,措备,2024-01-16 02:00,-.2,,27,-3.9
143,措备,2024-01-16 03:00,-.8,,31,-4.6
143,措备,2024-01-16 04:00,-2.3,,40,-5.5
143,措备,2024-01-16 05:00,-3.1,,43,-5.9
143,措备,2024-01-16 06:00,-4.3,,55,-7.1
143,措备,2024-01-16 07:00,-5.1,,54,-7.6
143,措备,2024-01-16 08:00,-4.7,,56,-7.3
143,措备,2024-01-16 09:00,-2.4,,51,-4.7
143,措备,2024-01-16 10:00,-.4,,42,-2.2
143,措备,2024-01-16 11:00,1.5,,34,3.3
143,措备,2024-01-16 12:00,3.4,,28,8.4
143,措备,2024-01-16 13:00,5,,31,12.7
143,措备,2024-01-16 14:00,6.3,,33,14.2
143,措备,2024-01-16 15:00,7.3,,30,10.8
143,措备,2024-01-16 16:00,7.2,,28,6.5
143,措备,2024-01-16 17:00,6.2,,32,3.3
143,措备,2024-01-16 18:00,5,,35,-.3
143,措备,2024-01-16 19:00,3.4,,46,-1.1
143,措备,2024-01-16 20:00,2.3,,48,-1.8
143,措备,2024-01-16 21:00,1.1,,51,-2.3
143,措备,2024-01-16 22:00,.3,,54,-2.9
143,措备,2024-01-16 23:00,-.5,,62,-3.5
143,措备,2024-01-17 00:00,-1.1,,62,-3.7
143,措备,2024-01-17 01:00,-1.7,,70,-4.3
143,措备,2024-01-17 02:00,-1.3,,67,-2
143,措备,2024-01-17 03:00,-.8,,68,-1.4
143,措备,2024-01-17 04:00,-1.2,,70,-2.7
143,措备,2024-01-17 05:00,-1.3,,69,-1.6
143,措备,2024-01-17 06:00,-.5,,68,-1.3
143,措备,2024-01-17 07:00,-.2,,65,-2.6
143,措备,2024-01-17 08:00,-.2,,69,-1.4
143,措备,2024-01-17 09:00,1.2,,62,-.1
143,措备,2024-01-17 10:00,2.6,,58,2.3
143,措备,2024-01-17 11:00,4.2,,50,5.7
143,措备,2024-01-17 12:00,5.6,,48,8
143,措备,2024-01-17 13:00,6,,50,7.6
143,措备,2024-01-17 14:00,5.9,,50,5.6
143,措备,2024-01-17 15:00,6.2,,51,6.7
143,措备,2024-01-17 16:00,6.5,,51,6.2
143,措备,2024-01-17 17:00,5.6,,71,4.6
143,措备,2024-01-17 18:00,5.2,.5,81,3.9
143,措备,2024-01-17 19:00,5.3,,73,3.8
143,措备,2024-01-17 20:00,5,,80,3.8
143,措备,2024-01-17 21:00,4.7,.1,83,3.6
143,措备,2024-01-17 22:00,4.6,,86,3.6
143,措备,2024-01-17 23:00,4.5,,86,3.5
143,措备,2024-01-18 00:00,4.5,.4,89,3.7
143,措备,2024-01-18 01:00,4.5,,89,3.8
143,措备,2024-01-18 02:00,4.6,,90,3.9
143,措备,2024-01-18 03:00,4.9,0,83,4
143,措备,2024-01-18 04:00,5.2,,83,4.2
143,措备,2024-01-18 05:00,5.3,,84,4
143,措备,2024-01-18 06:00,5.3,,87,4.1
143,措备,2024-01-18 07:00,6,,84,4.5
143,措备,2024-01-18 08:00,5.9,,86,4.7
143,措备,2024-01-18 09:00,6,,86,5.3
143,措备,2024-01-18 10:00,6.1,,87,5.7
143,措备,2024-01-18 11:00,6.4,,85,6.1
143,措备,2024-01-18 12:00,6.6,,86,6.1
143,措备,2024-01-18 13:00,6.6,,89,6.5
143,措备,2024-01-18 14:00,6.5,,94,6.4
143,措备,2024-01-18 15:00,6.9,2.6,95,6.6
143,措备,2024-01-18 16:00,6.7,,86,6.2
143,措备,2024-01-18 17:00,6.5,,83,5.5
143,措备,2024-01-18 18:00,6.4,.1,81,5
143,措备,2024-01-18 19:00,6.5,,82,4.9
143,措备,2024-01-18 20:00,7,,83,5.1
143,措备,2024-01-18 21:00,7.2,,78,5.1
143,措备,2024-01-18 22:00,7.2,,73,4.9
143,措备,2024-01-18 23:00,7.1,,73,4.8
143,措备,2024-01-19 00:00,7.2,,69,4.7
143,措备,2024-01-19 01:00,6.9,,68,4.4
143,措备,2024-01-19 02:00,6.5,,70,4.2
143,措备,2024-01-19 03:00,6.5,,68,4.1
143,措备,2024-01-19 04:00,6.1,,70,4
143,措备,2024-01-19 05:00,5.9,,74,3.9
143,措备,2024-01-19 06:00,5.9,,72,4
143,措备,2024-01-19 07:00,5.7,,73,3.8
143,措备,2024-01-19 08:00,5.7,,70,3.7
143,措备,2024-01-19 09:00,5.6,,69,4.1
143,措备,2024-01-19 10:00,5.8,,67,4.9
143,措备,2024-01-19 11:00,6.1,,64,6
143,措备,2024-01-19 12:00,6.6,,60,6.8
143,措备,2024-01-19 13:00,7,,61,9.2
143,措备,2024-01-19 14:00,6.6,,63,6.7
143,措备,2024-01-19 15:00,6.5,,62,6.1
143,措备,2024-01-19 16:00,6.4,,61,5.6
143,措备,2024-01-19 17:00,6.4,,62,4.8
143,措备,2024-01-19 18:00,6,,67,4.3
143,措备,2024-01-19 19:00,5.7,,71,4.1
143,措备,2024-01-19 20:00,5.4,,76,4
143,措备,2024-01-19 21:00,5.2,,81,4
143,措备,2024-01-19 22:00,5.1,,84,4
143,措备,2024-01-19 23:00,4.9,,89,4.1
143,措备,2024-01-20 00:00,5.4,0,86,4.2
143,措备,2024-01-20 01:00,5.6,,85,4.3
143,措备,2024-01-20 02:00,5.8,,83,4.4
143,措备,2024-01-20 03:00,6,,84,4.5
143,措备,2024-01-20 04:00,5.9,,84,4.3
143,措备,2024-01-20 05:00,6.1,,82,4.4
143,措备,2024-01-20 06:00,5.9,0,83,4.4
143,措备,2024-01-20 07:00,6.6,,78,4.5
143,措备,2024-01-20 08:00,6.1,,84,4.7
143,措备,2024-01-20 09:00,6.4,0,80,5.4
143,措备,2024-01-20 10:00,7.4,,75,6.2
143,措备,2024-01-20 11:00,6.8,,85,6.4
143,措备,2024-01-20 12:00,6.5,1.4,89,6.6
143,措备,2024-01-20 13:00,6.5,,86,6.7
143,措备,2024-01-20 14:00,6.2,,85,6.4
143,措备,2024-01-20 15:00,5.8,3,84,6
143,措备,2024-01-20 16:00,5.5,,86,5.6
143,措备,2024-01-20 17:00,5.3,,86,4.8
143,措备,2024-01-20 18:00,4.9,2.5,88,4.3
143,措备,2024-01-20 19:00,4.7,,89,4.2
143,措备,2024-01-20 20:00,4.5,,92,4.1
143,措备,2024-01-20 21:00,4.2,2.1,93,4
143,措备,2024-01-20 22:00,3.9,,94,3.8
143,措备,2024-01-20 23:00,3.8,,93,3.7
143,措备,2024-01-21 00:00,3.7,2,92,3.5
143,措备,2024-01-21 01:00,3.8,,93,3.5
143,措备,2024-01-21 02:00,3.7,,93,3.2
143,措备,2024-01-21 03:00,3.6,.5,94,3
143,措备,2024-01-21 04:00,3.3,,95,2.8
143,措备,2024-01-21 05:00,3.3,,96,2.9
143,措备,2024-01-21 06:00,3.3,,97,2.6
143,措备,2024-01-21 07:00,3.2,,96,2.5
143,措备,2024-01-21 08:00,3.4,,96,3.2
143,措备,2024-01-21 09:00,3.9,,94,4.7
143,措备,2024-01-21 10:00,5,,88,8.2
143,措备,2024-01-21 11:00,6.1,,78,10.1
143,措备,2024-01-21 12:00,6.9,,74,11.3
143,措备,2024-01-21 13:00,7.6,,71,12.3
143,措备,2024-01-21 14:00,7.7,,70,11.4
143,措备,2024-01-21 15:00,8.1,,65,10
143,措备,2024-01-21 16:00,8,,66,7.9
143,措备,2024-01-21 17:00,7.4,,69,6.5
143,措备,2024-01-21 18:00,7.1,,71,5.8
143,措备,2024-01-21 19:00,6.7,,75,5.3
143,措备,2024-01-21 20:00,6.5,,75,5.1
143,措备,2024-01-21 21:00,6.3,,75,4.9
143,措备,2024-01-21 22:00,6.1,,75,4.7
143,措备,2024-01-21 23:00,5.8,,84,4.8
143,措备,2024-01-22 00:00,4.5,.3,93,4.5
143,措备,2024-01-22 01:00,3.9,,88,4
143,措备,2024-01-22 02:00,3.8,,80,3.4
143,措备,2024-01-22 03:00,3.5,.1,79,3.1
143,措备,2024-01-22 04:00,3.2,,79,2.8
143,措备,2024-01-22 05:00,1.7,,73,1.6
143,措备,2024-01-22 06:00,1,,71,.8
143,措备,2024-01-22 07:00,0,,64,-.2
